"no","区市町村","name","郵便番号","address","phone","lng","lat"
"222","江戸川区","医療法人社団津端会京葉病院","〒132-0025","江戸川区松江2-43-12","03-3654-8211","139.87556","35.70245"
"223","江戸川区","医療法人社団東京ハートサミット　東京心臓不整脈病院","〒132-0035","江戸川区平井3-25-17","03-3638-2301","139.84331","35.70558"
"224","江戸川区","医療法人社団福仁会小松川病院","〒132-0021","江戸川区中央1-1-15","03-3655-5511","139.86833","35.70380"
"225","江戸川区","医療法人社団同愛会病院","〒132-0031","江戸川区松島1-42-21","03-3654-3311","139.86725","35.70594"
"226","江戸川区","医療法人社団葛西中央病院","〒134-0091","江戸川区船堀7-10-3","03-3680-8121","139.86902","35.67673"
"227","江戸川区","医療法人社団昌医会葛西昌医会病院","〒134-0084","江戸川区東葛西6-30-3","03-5696-1611","139.87787","35.66045"
"228","江戸川区","社会医療法人社団森山医会森山記念病院","〒134-0081","江戸川区北葛西4-3-1","03-5679-1211","139.86215","35.67183"
"229","江戸川区","日本私立学校振興・共済事業団東京臨海病院","〒134-0086","江戸川区臨海町1-4-2","03-5605-8811","139.85268","35.65183"
"230","江戸川区","医療法人財団岩井医療財団岩井整形外科内科病院","〒133-0056","江戸川区南小岩8-17-2","03-5694-6211","139.88512","35.73392"
"231","江戸川区","社会福祉法人仁生社江戸川病院","〒133-0052","江戸川区東小岩2-24-18","03-3673-1221","139.89319","35.72804"
